mol_id,raw_smiles,orig_name,source,inchikey,parse_ok,d,d_rdkit,n_heavy,n_atoms,mw,charge,n_hbd,n_hba,frac_aromatic,n_rings,max_ring_size,n_frags,n_sym_classes,elements,dedup_key,n_sources,d_bin,d_bin_label
m209_d09,COC(=O)CCNC(=O)c1cc(cc(c1O)I)c2ccc(cc2F)F,"IFA methyl n-[(2',4'-difluoro-4-hydroxy-5-iodobiphenyl-3-yl)carbonyl]-beta-alaninate",ligand-expo,ZMRRBWRMQPQQAN-UHFFFAOYSA-N,1,9.0,5.0,25.0,39.0,461.2,0.0,2.0,4.0,0.48,2.0,6.0,1.0,25.0,C/F/I/N/O,ZMRRBWRMQPQQAN-UHFFFAOYSA-N,1.0,9.0,9
m210_d09,CC(=O)NCC(=O)NCC(=O)NC,polyglycine_n2,oligo-scan,HKKAJCZBRFWASV-UHFFFAOYSA-N,1,9.0,4.0,13.0,26.0,187.2,0.0,3.0,3.0,0.0,0.0,0.0,1.0,13.0,C/N/O,HKKAJCZBRFWASV-UHFFFAOYSA-N,1.0,9.0,9
m211_d09,CC(C)CC(C)CC(C)C,polypropylene_n3,oligo-scan,YNLBBDHDNIXQNL-UHFFFAOYSA-N,1,9.0,4.0,10.0,32.0,142.29,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,C,YNLBBDHDNIXQNL-UHFFFAOYSA-N,1.0,9.0,9
m212_d09,c1c(C(=O)Nc2ccnc(C)c2)cccc1n1cc(cn1)NC(=O)Nc1ccccc1,3HJ_4W4W_A,platinum-diverse,UVLFZOYBIPADQR-UHFFFAOYSA-N,1,9.0,5.0,31.0,51.0,412.45,0.0,3.0,4.0,0.742,4.0,6.0,1.0,29.0,C/N/O,UVLFZOYBIPADQR-UHFFFAOYSA-N,2.0,9.0,9
m213_d09,c12cnc(cc1n(C(C)C)c(n2)C)Nc1ccnc(n1)N1CC[C@@H]([C@@H](C1)F)OC,4ZJ_5CAQ_A,platinum-diverse,WBAMFNDJQOEJFN-PBHICJAKSA-N,1,9.0,5.0,29.0,55.0,399.47,0.0,1.0,7.0,0.517,4.0,6.0,1.0,28.0,C/F/N/O,WBAMFNDJQOEJFN-PBHICJAKSA-N,2.0,9.0,9
m214_d09,[C@@H]1([C@H](O)[C@@H](O)[C@@H](O)[C@H](O1)CO)SC(C)C,IPT_1PX4_A,platinum-diverse,BPHPUYQFMNQIOC-NXRLNHOXSA-N,1,9.0,3.0,15.0,33.0,238.3,0.0,4.0,6.0,0.0,1.0,6.0,1.0,14.0,C/O/S,BPHPUYQFMNQIOC-NXRLNHOXSA-N,2.0,9.0,9
m215_d09,C[C@H]1CN(CC[C@@]1(C)C2=CC(=CC=C2)O)CC[C@@H](C3CCCCC3)O,LY-255582,wiki,LVVHEFJXPXAUDD-BULFRSBZSA-N,1,9.0,5.0,25.0,60.0,345.53,0.0,2.0,3.0,0.24,3.0,6.0,1.0,23.0,C/N/O,LVVHEFJXPXAUDD-BULFRSBZSA-N,1.0,9.0,9
m216_d09,CC1=NC=C(C(=N1)N)CNC(=O)N(CCCl)N=O,Nimustine,wiki,VFEDRRNHLBGPNN-UHFFFAOYSA-N,1,9.0,5.0,18.0,31.0,272.7,0.0,2.0,6.0,0.333,1.0,6.0,1.0,18.0,C/Cl/N/O,VFEDRRNHLBGPNN-UHFFFAOYSA-N,1.0,9.0,9
m217_d09,C1=CC=C(C=C1)CC(CS)C(=O)NCC(=O)O,Thiorphan,wiki,LJJKNPQAGWVLDQ-UHFFFAOYSA-N,1,9.0,6.0,17.0,32.0,253.32,0.0,3.0,3.0,0.353,1.0,6.0,1.0,15.0,C/N/O/S,LJJKNPQAGWVLDQ-UHFFFAOYSA-N,1.0,9.0,9
m218_d09,CC(=CC[C@]12c3ccc(cc3O[C@@]1(C(=O)c1c(cc3c(c1O)C=CC(O3)(C)C)O2)O)O)C,ZINC14690572,zinc,WDKDKBZGSVJWSD-LOSJGSFVSA-N,1,9.0,2.0,32.0,56.0,436.46,0.0,3.0,7.0,0.375,5.0,6.0,1.0,30.0,C/O,WDKDKBZGSVJWSD-LOSJGSFVSA-N,1.0,9.0,9
m219_d09,C[C@@H]1C[C@H]2[C@@H](CC=C1CCC(=O)C)[C@@]1(C[C@H]3C[C@H]4[C@@H](C[C@@H]([C@]3(C=C1C(=O)C)O)C)OC(=O)C4=C)C(=O)O2,ZINC67910925,zinc,WJIPAPYZRBJZDU-HZHZLWHGSA-N,1,9.0,4.0,37.0,75.0,510.63,0.0,1.0,7.0,0.0,5.0,7.0,1.0,37.0,C/O,WJIPAPYZRBJZDU-HZHZLWHGSA-N,1.0,9.0,9
m220_d09,C[C@H]1CCCC(=O)CCC/C=C\c2cc3c(c(c2C(=O)O1)O)[C@H](CC(=O)O3)c1ccc(c(c1)OC)OCC(=C)C,ZINC79192569,zinc,OFMYWHBYBLTYQF-JRYFVABCSA-N,1,9.0,5.0,40.0,76.0,548.63,0.0,1.0,8.0,0.3,4.0,14.0,1.0,40.0,C/O,OFMYWHBYBLTYQF-JRYFVABCSA-N,1.0,9.0,9
m221_d09,Cc1noc(C(C)C)c1NC(=O)N[C@H]1CO[C@@H](C)C1,ZINCju000002ZQ8O,zinc-leads,PSNDRVINTQAHAI-WCBMZHEXSA-N,1,9.0,3.0,19.0,40.0,267.33,0.0,2.0,4.0,0.263,2.0,5.0,1.0,18.0,C/N/O,PSNDRVINTQAHAI-WCBMZHEXSA-N,1.0,9.0,9
m222_d09,Cc1nn(Cc2nnc(O)n2[C@H](C)c2ccc(F)cc2)c(C)c1C,ZINCou00000eEEnf,zinc-leads,YZMQSZHNOHWZLZ-CYBMUJFWSA-N,1,9.0,4.0,24.0,44.0,329.38,0.0,1.0,4.0,0.667,3.0,6.0,1.0,22.0,C/F/N/O,YZMQSZHNOHWZLZ-CYBMUJFWSA-N,1.0,9.0,9
m223_d09,CC[C@@H](NC(=O)C(=O)NC1CCC(C2CCC2)CC1)[C@H]1C[C@H]2CC[C@H]1C2,ZINCqH00000043Sq,zinc_random,OTAMCPQZSVUEKG-KMFXYALQSA-N,1,9.0,5.0,26.0,62.0,360.54,0.0,2.0,2.0,0.0,4.0,6.0,1.0,23.0,C/N/O,OTAMCPQZSVUEKG-KMFXYALQSA-N,1.0,9.0,9
m224_d09,C#CCCC(=O)N1C[C@@H]2C(C(=O)N(Cc3ccccc3)Cc3cc[nH]n3)[C@H]2C1,ZINCsq000005QS1v,zinc_random,AKOMAFQGXPYKSS-OALUTQOASA-N,1,9.0,7.0,28.0,52.0,376.46,0.0,1.0,3.0,0.393,4.0,6.0,1.0,24.0,C/N/O,AKOMAFQGXPYKSS-OALUTQOASA-N,1.0,9.0,9
m225_d10,s1c(c(Nc2c(C#N)c(Nc3ccccc3)c(C(=O)c3ccccc3)s2)c(c1SC)C#N)C(=O)c1ccccc1,-106.04574307,cod,QAJXKYCZVBJCSY-UHFFFAOYSA-N,1,10.0,9.0,40.0,60.0,576.73,0.0,2.0,9.0,0.7,5.0,6.0,1.0,34.0,C/N/O/S,QAJXKYCZVBJCSY-UHFFFAOYSA-N,1.0,10.0,10
m226_d10,O=C(OC)CNC(=[N+](C)C)N(C)C,Compound 137673,cod,FCSJMSNWOXKMPK-UHFFFAOYSA-O,1,10.0,2.0,13.0,31.0,188.25,1.0,1.0,2.0,0.0,0.0,0.0,1.0,11.0,C/N/O,FCSJMSNWOXKMPK-UHFFFAOYSA-O,1.0,10.0,10
m227_d10,S(c1ccc(cc1)C)C(=P(c1ccccc1)(c1ccccc1)c1ccccc1)[P+](c1ccccc1)(c1ccccc1)c1ccccc1,Compound 190461,cod,KUHXQRJBAKQUJO-UHFFFAOYSA-N,1,10.0,9.0,47.0,84.0,659.8,1.0,0.0,1.0,0.894,7.0,6.0,1.0,17.0,C/P/S,KUHXQRJBAKQUJO-UHFFFAOYSA-N,1.0,10.0,10
m228_d10,Cl/C(=C\[C@H]1C([C@H]1C(=O)O[C@@H](C#N)c1cc(Oc2ccccc2)ccc1)(C)C)/C(F)(F)F,Compound_62696,cod-50,ZXQYGBMAQZUVMI-RDDWSQKMSA-N,1,10.0,6.0,31.0,50.0,449.86,0.0,0.0,4.0,0.387,3.0,6.0,1.0,26.0,C/Cl/F/N/O,ZXQYGBMAQZUVMI-RDDWSQKMSA-N,2.0,10.0,10
m229_d10,Clc1cc(NC(=O)CSc2nnc(n2c2ccccc2)Cc2ccc(cc2)SC)ccc1,Compound_72559,cod-50,UDIWZTKIOAUMKE-UHFFFAOYSA-N,1,10.0,8.0,32.0,53.0,481.05,0.0,1.0,5.0,0.719,4.0,6.0,1.0,28.0,C/Cl/N/O/S,UDIWZTKIOAUMKE-UHFFFAOYSA-N,2.0,10.0,10
m230_d10,COC(=O)[C@@]1(O)[C@H](C)O[C@@H]2[C@H]1O[C@@H]1O[C@H]([C@]([C@@H]1O2)(O)C(=O)OC)C,4022023.cif,cod-59k,XGEXTPDHJUVANA-ZYJPZKKHSA-N,1,10.0,2.0,24.0,44.0,348.3,0.0,2.0,10.0,0.0,3.0,6.0,1.0,12.0,C/O,XGEXTPDHJUVANA-ZYJPZKKHSA-N,2.0,10.0,10
m231_d10,Cc1ccc(cc1)c1cc2cc(cc3c2c2c1cc(cc2cc3)C(C)(C)C)C(C)(C)C,4027408.cif,cod-59k,GJQCJRGSCPWRDX-UHFFFAOYSA-N,1,10.0,1.0,31.0,63.0,404.6,0.0,0.0,0.0,0.71,5.0,6.0,1.0,25.0,C,GJQCJRGSCPWRDX-UHFFFAOYSA-N,1.0,10.0,10
m232_d10,Cc1ccccc1n1c[n+](c2ccccc2C)p2n(p1n2[C@H](c1ccc2c(c1)cccc2)C)[C@H](c1ccc2c(c1)cccc2)C,4343967.cif,cod-59k,BDPBEFNWWNWXES-JNVKUCGZSA-N,1,10.0,6.0,45.0,82.0,623.7,1.0,0.0,0.0,0.867,9.0,6.0,1.0,32.0,C/N/P,BDPBEFNWWNWXES-JNVKUCGZSA-N,1.0,10.0,10
m233_d10,NC(=O)c(nc1c2)cc(OC)c1ccc2NC(=O)c(nc1c2)cc(OC)c1ccc2N,huc-n2,huc-foldamer,XFYPECFEYQSHFC-UHFFFAOYSA-N,1,10.0,5.0,31.0,50.0,417.43,0.0,3.0,7.0,0.645,4.0,6.0,1.0,31.0,C/N/O,XFYPECFEYQSHFC-UHFFFAOYSA-N,1.0,10.0,10
m234_d10,c1ccc(cc1)CN(CC(=O)O)C(=O)c2c([nH]c(n2)c3ccccc3)C(=O)O,4G8 4-[benzyl(carboxymethyl)carbamoyl]-2-phenyl-1h-imidazole-5-carboxylic acid,ligand-expo,RQTWYFDJDQNTLD-UHFFFAOYSA-N,1,10.0,7.0,28.0,45.0,379.37,0.0,3.0,4.0,0.607,3.0,6.0,1.0,24.0,C/N/O,RQTWYFDJDQNTLD-UHFFFAOYSA-N,1.0,10.0,10
m235_d10,c1ccc(cc1)COC[C@H](c2csc(n2)NC(=O)Nc3ccc(c(c3)Cl)F)N,"HIZ 1-{4-[(1s)-1-amino-2-(benzyloxy)ethyl]-1,3-thiazol-2-yl}-3-(3-chloro-4-fluorophenyl)urea",ligand-expo,DUYHXVUZFOXOBB-MRXNPFEDSA-N,1,10.0,7.0,28.0,46.0,420.9,0.0,3.0,5.0,0.607,3.0,6.0,1.0,26.0,C/Cl/F/N/O/S,DUYHXVUZFOXOBB-MRXNPFEDSA-N,1.0,10.0,10
m236_d10,CCCCCCc1ccc(c(c1)O)Oc2ccccc2N,P1F 2-(2-azanylphenoxy)-5-hexyl-phenol,ligand-expo,UGZFBZMADDXZRA-UHFFFAOYSA-N,1,10.0,7.0,21.0,44.0,285.39,0.0,2.0,3.0,0.571,2.0,6.0,1.0,21.0,C/N/O,UGZFBZMADDXZRA-UHFFFAOYSA-N,1.0,10.0,10
m237_d10,O=C(NC)c1c2ccc(cc2oc1C)Oc1ccnc2c1ccc(c2)OCC[NH+]1CCOCC1,00J_2XIR_A,platinum-diverse,LGXVKMDGSIWEHL-UHFFFAOYSA-O,1,10.0,7.0,34.0,62.0,462.53,1.0,2.0,6.0,0.559,5.0,6.0,1.0,32.0,C/N/O,LGXVKMDGSIWEHL-UHFFFAOYSA-O,1.0,10.0,10
m238_d10,c12ccc(cc1c(cc(c2)C(=O)OC)NC(=O)c1cccc(c1C)O)C(=[NH2+])N,421_1ZSK_A,platinum-diverse,OUBRALHIKGRAMA-UHFFFAOYSA-O,1,10.0,4.0,28.0,48.0,378.41,1.0,4.0,4.0,0.571,3.0,6.0,1.0,28.0,C/N/O,OUBRALHIKGRAMA-UHFFFAOYSA-O,1.0,10.0,10
m239_d10,FC(F)(F)COc1cnc(cc1)C(=O)Nc1cc(ccc1)[C@@]1(CC(=O)N(C(=N1)N)C)C,WZV_3ZKS_A,platinum-diverse,ZJFIBYCNZHIVEL-IBGZPJMESA-N,1,10.0,5.0,31.0,51.0,435.41,0.0,2.0,6.0,0.387,3.0,6.0,1.0,29.0,C/F/N/O,ZJFIBYCNZHIVEL-IBGZPJMESA-N,2.0,10.0,10
m240_d10,CC(C)N(CCC1=CNC2=C1C=C(C=C2)O)C(C)C,5-HO-DiPT,wiki,HWOLNTJLIUHEOG-UHFFFAOYSA-N,1,10.0,5.0,19.0,43.0,260.38,0.0,2.0,2.0,0.474,2.0,6.0,1.0,15.0,C/N/O,HWOLNTJLIUHEOG-UHFFFAOYSA-N,1.0,10.0,10
m241_d10,O2\C=C/[C@@H]1[C@@H](C(=C/[C@H]1O)\CO)[C@@H]2O[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,Aucubin,wiki,RJWJHRPNHPHBRN-FKVJWERZSA-N,1,10.0,4.0,24.0,46.0,346.33,0.0,6.0,9.0,0.0,3.0,6.0,1.0,24.0,C/O,RJWJHRPNHPHBRN-FKVJWERZSA-N,1.0,10.0,10
m242_d10,CC(C)(C)C(C)(C1CC23CCC1(C4C25CCNC3CC6=C5C(=C(C=C6)O)O4)OC)O,Norbuprenorphine,wiki,YOYLLRBMGQRFTN-UHFFFAOYSA-N,1,10.0,2.0,30.0,65.0,413.56,0.0,3.0,5.0,0.2,7.0,6.0,1.0,28.0,C/N/O,YOYLLRBMGQRFTN-UHFFFAOYSA-N,1.0,10.0,10
m243_d10,Cc1cc(=O)oc2c1ccc(c2C)O[C@@H](C)C(=O)NCCc1c[nH]c2c1cccc2,ZINC04089033,zinc,WFSBHOQYODUDKF-INIZCTEOSA-N,1,10.0,6.0,30.0,54.0,404.47,0.0,2.0,4.0,0.633,4.0,6.0,1.0,30.0,C/N/O,WFSBHOQYODUDKF-INIZCTEOSA-N,1.0,10.0,10
m244_d10,CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@@H]1[C@@H]2CCC2=C/C(=N\OCC(=O)NCc3ccco3)/CC[C@]12C)C,ZINC35361924,zinc,JONQQBBGRRVNNS-DMAILHOLSA-N,1,10.0,6.0,34.0,72.0,466.62,0.0,1.0,5.0,0.147,5.0,6.0,1.0,34.0,C/N/O,JONQQBBGRRVNNS-DMAILHOLSA-N,1.0,10.0,10
m245_d10,COc1cc2cc(c3c(c2c(c1)O[C@@H]1[C@]([C@H]([C@@H]([C@H](O1)CO)O)OC#CCc1cccc2c1CN(C2=O)CC3=O)(CO)O)O)C1CCCC1,ZINC85592462,zinc,NICSTDXXXXOBSH-LHVHLLLZSA-N,1,10.0,4.0,48.0,85.0,659.69,0.0,5.0,11.0,0.333,7.0,18.0,1.0,46.0,C/N/O,NICSTDXXXXOBSH-LHVHLLLZSA-N,1.0,10.0,10
m246_d10,CC(C)Cc1ncc(C(=O)N[C@H]2CCO[C@@H](CC(=O)O)C2)s1,ZINCmq0000001n5r,zinc-leads,NJHQIXLOLNDCST-WDEREUQCSA-N,1,10.0,6.0,22.0,44.0,326.42,0.0,2.0,5.0,0.227,2.0,6.0,1.0,21.0,C/N/O/S,NJHQIXLOLNDCST-WDEREUQCSA-N,1.0,10.0,10
m247_d10,Cc1cccc(N2CC[C@H](CNC(=O)CCCC(=O)O)C2)c1,ZINCmr00000bhyQW,zinc-leads,MQVPRUGBUZURRM-CQSZACIVSA-N,1,10.0,7.0,22.0,46.0,304.39,0.0,2.0,3.0,0.273,2.0,6.0,1.0,22.0,C/N/O,MQVPRUGBUZURRM-CQSZACIVSA-N,1.0,10.0,10
m248_d10,C[S@]([O])(O)N(C(=O)C[s+]1cccc1)c1cccc(B(O)O)c1,ZINCm500000ef6xA,zinc_random,MZLBNCPGPFXCFX-UHFFFAOYSA-O,1,10.0,5.0,22.0,38.0,341.22,1.0,3.0,4.0,0.5,2.0,6.0,1.0,19.0,B/C/N/O/S,MZLBNCPGPFXCFX-UHFFFAOYSA-O,1.0,10.0,10
m249_d10,C#CC1(O)CC(C(=O)N2CCC[C@@](CO)(NC(=O)[C@H](C)c3cnccn3)C2)C1,ZINCs5000000lEBz,zinc_random,AJVACKAFEHGQQA-WORGURHTSA-N,1,10.0,5.0,28.0,54.0,386.45,0.0,3.0,6.0,0.214,3.0,6.0,1.0,27.0,C/N/O,AJVACKAFEHGQQA-WORGURHTSA-N,1.0,10.0,10
m250_d11,[nH]1c(c(c(c1C)CC)C)[C+](c1[nH]c(c(c1C)CC)C)C,Compound 115144,cod,SZGMWKAYBZDFAN-UHFFFAOYSA-N,1,11.0,4.0,20.0,47.0,271.43,1.0,2.0,0.0,0.5,2.0,5.0,1.0,11.0,C/N,SZGMWKAYBZDFAN-UHFFFAOYSA-N,1.0,11.0,11
m251_d11,O=C([O-])[C@@H](NC(=O)[C@@H]([NH3+])C(C)C)C(C)C,Compound 120211,cod,KRNYOVHEKOBTEF-YUMQZZPRSA-N,1,11.0,5.0,15.0,35.0,216.28,0.0,2.0,3.0,0.0,0.0,0.0,1.0,13.0,C/N/O,KRNYOVHEKOBTEF-YUMQZZPRSA-N,1.0,11.0,11
m252_d11,S=C1N[C@H]([C@H](C1)N1C(=O)C[C+]([C@@H]1CC(C)C)OC(C)(C)C)C,Compound 124175,cod,CIJMURAOLXISKV-AVGNSLFASA-O,1,11.0,4.0,22.0,51.0,325.5,1.0,1.0,3.0,0.0,2.0,5.0,1.0,19.0,C/N/O/S,CIJMURAOLXISKV-AVGNSLFASA-O,1.0,11.0,11
m253_d11,CN(c1ccc(cc1)/C=C/C=C/1\CN(C)C/C(=C\C=C\c2ccc(cc2)N(C)C)/C1=O)C,2016433.cif,cod-59k,FNNKNFSHJQHKHD-XDOZMWRPSA-N,1,11.0,6.0,32.0,65.0,427.59,0.0,0.0,4.0,0.375,3.0,6.0,1.0,15.0,C/N/O,FNNKNFSHJQHKHD-XDOZMWRPSA-N,2.0,11.0,11
m254_d11,C[C@@H]([NH2+][C@@H]([C@H](c1ccc(cc1)O)O)C)COc1ccccc1,2204672.cif,cod-59k,BMUKKTUHUDJSNZ-HBUWYVDXSA-O,1,11.0,7.0,22.0,46.0,302.39,1.0,3.0,3.0,0.545,2.0,6.0,1.0,18.0,C/N/O,BMUKKTUHUDJSNZ-HBUWYVDXSA-O,2.0,11.0,11
m255_d11,CCC[C@@H](N1C(=O)[C@@H](N=C(c2c1cccc2)C)C(C)C)C(=O)NC1CCCCC1,4030600.cif,cod-59k,NWIYPBRPSILFIZ-YADHBBJMSA-N,1,11.0,6.0,29.0,64.0,397.56,0.0,1.0,3.0,0.207,3.0,7.0,1.0,26.0,C/N/O,NWIYPBRPSILFIZ-YADHBBJMSA-N,2.0,11.0,11
m256_d11,CC(C)(C)c1ccc(cc1)NC(=O)c2ccc(cc2)N\3C(=O)CS/C3=C(/C#N)\C(=O)OC,"1KL methyl (2z)-(3-{4-[(4-tert-butylphenyl)carbamoyl]phenyl}-4-oxo-1,3-thiazolidin-2-ylidene)(cyano)acetate",ligand-expo,JBCLOAAJLMUGLP-QOCHGBHMSA-N,1,11.0,4.0,32.0,55.0,449.53,0.0,1.0,6.0,0.375,3.0,6.0,1.0,26.0,C/N/O/S,JBCLOAAJLMUGLP-QOCHGBHMSA-N,1.0,11.0,11
m257_d11,c1cc(ccc1C[C@@H](CCC(=O)NO)C(=O)O)C(=O)O,5PU 4-[(2~{r})-2-carboxy-5-(oxidanylamino)-5-oxidanylidene-pentyl]benzoic acid,ligand-expo,VUDGMYIWOPKVSL-SNVBAGLBSA-N,1,11.0,7.0,20.0,35.0,281.26,0.0,4.0,4.0,0.3,1.0,6.0,1.0,18.0,C/N/O,VUDGMYIWOPKVSL-SNVBAGLBSA-N,1.0,11.0,11
m258_d11,C[S@@+](CCON)C[C@H]1[C@H]([C@H]([C@@H](O1)n2cnc3c2ncnc3N)O)O,"AAD (2-aminooxy-ethyl)-[5-(6-amino-purin-9-yl)-3,4-dihydroxy-tetrahydro-furan-2-ylmethyl]-methyl-sulfonium",ligand-expo,RMAOLICYOBWFLA-JGJUSBHYSA-N,1,11.0,6.0,24.0,45.0,357.42,1.0,4.0,9.0,0.375,3.0,6.0,1.0,24.0,C/N/O/S,RMAOLICYOBWFLA-JGJUSBHYSA-N,1.0,11.0,11
m259_d11,CC(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)NC,polyalanine_n2,oligo-scan,QIVKPXNXCAPCCO-WDSKDSINSA-N,1,11.0,4.0,15.0,32.0,215.25,0.0,3.0,3.0,0.0,0.0,0.0,1.0,15.0,C/N/O,QIVKPXNXCAPCCO-WDSKDSINSA-N,1.0,11.0,11
m260_d11,Cc1c2n(-c3ccc(c(c3)N[C@H]([C@@H](CN(CC2)C(=O)[C@H](C)[NH3+])C)C)C(=O)N)c2c1C(=O)CC(C2)(C)C,06T_3RKZ_A,platinum-diverse,JSSUIPOIXFFFQU-NJAFHUGGSA-O,1,11.0,2.0,36.0,76.0,494.66,1.0,3.0,4.0,0.306,4.0,12.0,1.0,35.0,C/N/O,JSSUIPOIXFFFQU-NJAFHUGGSA-O,1.0,11.0,11
m261_d11,C(=O)(/C(=C\CSC)/NCc1c(c([nH+]cc1COP(=O)([O-])[O-])C)[O-])[O-],3LM_3AEO_A,platinum-diverse,LPFNPHQQDYAHKU-QDEBKDIKSA-K,1,11.0,9.0,24.0,40.0,375.32,-3.0,1.0,9.0,0.25,1.0,6.0,1.0,23.0,C/N/O/P/S,LPFNPHQQDYAHKU-QDEBKDIKSA-K,1.0,11.0,11
m262_d11,c1(c(OCCn2nccc2)cc(Cl)cc1Cl)c1nc(nc2c1CN(C2)C(=O)NCC(F)(F)C)N,FU7_3R4P_A,platinum-diverse,RIVRSBWWXQQZLY-UHFFFAOYSA-N,1,11.0,7.0,34.0,55.0,512.35,0.0,2.0,6.0,0.5,4.0,6.0,1.0,33.0,C/Cl/F/N/O,RIVRSBWWXQQZLY-UHFFFAOYSA-N,2.0,11.0,11
m263_d11,CCCCCC1=CC(=CC(=C1[C@H]2C=C(CC[C@H]2C(=C)C)C)O)O,Abnormal,wiki,YWEZXUNAYVCODW-OALUTQOASA-N,1,11.0,6.0,23.0,53.0,314.47,0.0,2.0,2.0,0.261,2.0,6.0,1.0,23.0,C/O,YWEZXUNAYVCODW-OALUTQOASA-N,1.0,11.0,11
m264_d11,CC1=CC(=C(C(=C1)OC2=C(C=C(C=C2O)OC)C(=O)O)C(=O)O)O,Barceloneic,wiki,BMKJMWKTRHWAPN-UHFFFAOYSA-N,1,11.0,5.0,24.0,38.0,334.28,0.0,4.0,6.0,0.5,2.0,6.0,1.0,24.0,C/O,BMKJMWKTRHWAPN-UHFFFAOYSA-N,1.0,11.0,11
m265_d11,CCOC(=O)CP(=O)(OCC)OCC,Triethyl,wiki,GGUBFICZYGKNTD-UHFFFAOYSA-N,1,11.0,7.0,14.0,31.0,224.19,0.0,0.0,5.0,0.0,0.0,0.0,1.0,11.0,C/O/P,GGUBFICZYGKNTD-UHFFFAOYSA-N,1.0,11.0,11
m266_d11,COc1ccc(cc1OC)c1c2c(cc(n1)C(=O)NC[C@H](c1ccccc1)O)c1ccccc1[nH]2,ZINC02123880,zinc,ONQZJBUBDQWLON-HSZRJFAPSA-N,1,11.0,7.0,35.0,60.0,467.53,0.0,3.0,5.0,0.714,5.0,6.0,1.0,33.0,C/N/O,ONQZJBUBDQWLON-HSZRJFAPSA-N,1.0,11.0,11
m267_d11,COc1cc2c(cc1OC)C[N@@H+](CC2)Cc1cc(=O)c(co1)OCC(=O)Nc1ccc2c(c1)OCO2,ZINC49543656,zinc,GCDPWHSFXWWUCL-UHFFFAOYSA-O,1,11.0,8.0,36.0,63.0,495.51,1.0,2.0,8.0,0.5,5.0,6.0,1.0,36.0,C/N/O,GCDPWHSFXWWUCL-UHFFFAOYSA-O,1.0,11.0,11
m268_d11,CCOC(=O)[C@H]1[C@@H](c2c(c3ccccc3oc2=O)O1)c1ccc(c(c1)OC)OCCc1ccccc1,ZINC79191282,zinc,MXMNOHPXCGGPRN-SHQCIBLASA-N,1,11.0,8.0,36.0,62.0,486.52,0.0,0.0,7.0,0.611,5.0,6.0,1.0,34.0,C/O,MXMNOHPXCGGPRN-SHQCIBLASA-N,1.0,11.0,11
m269_d11,CC(C)(C)c1n[nH]c(=NCC2(CNC(=O)[C@@]3(O)CCOC3)CCC2)o1,ZINCpi000001X341,zinc-leads,XRYHQQDBHUDSPY-QGZVFWFLSA-N,1,11.0,5.0,25.0,53.0,352.44,0.0,3.0,6.0,0.2,3.0,5.0,1.0,22.0,C/N/O,XRYHQQDBHUDSPY-QGZVFWFLSA-N,1.0,11.0,11
m270_d11,CC[C@@H]1CO[C@H](C)CN1C(=O)C(=O)N(C)Cc1ccc([C@@H]2C[C@@H]2C)o1,ZINCpt0000003WOy,zinc-leads,JLLQCILUENVGKS-DSJMHWKBSA-N,1,11.0,4.0,25.0,53.0,348.44,0.0,0.0,4.0,0.2,3.0,6.0,1.0,25.0,C/N/O,JLLQCILUENVGKS-DSJMHWKBSA-N,1.0,11.0,11
m271_d11,CC[C@H](C)c1cccc(NC(=O)C(=O)NC[C@@H]2CCCCN(C)C2)c1,ZINCpz0000006M4K,zinc-leads,WGXVLVMGLWNEBC-HOTGVXAUSA-N,1,11.0,5.0,25.0,56.0,345.49,0.0,2.0,3.0,0.24,2.0,7.0,1.0,25.0,C/N/O,WGXVLVMGLWNEBC-HOTGVXAUSA-N,1.0,11.0,11
m272_d11,COc1cc(C(=O)N2CC(C(C)(C)O)C2)ccc1OCc1cscn1,ZINCpv0000006s5E,zinc_random,GVKDSPDPMYLDTG-UHFFFAOYSA-N,1,11.0,6.0,25.0,47.0,362.45,0.0,1.0,6.0,0.44,3.0,6.0,1.0,23.0,C/N/O/S,GVKDSPDPMYLDTG-UHFFFAOYSA-N,1.0,11.0,11
m273_d11,C/C=C/C(=O)N1C[C@@H](C(=O)NCc2n[nH]cc2C(=O)OCC)C[C@@H]2OCC[C@@H]21,ZINCsd00000kNI5Z,zinc_random,RNHDLQPEOKFNEI-HLCQPDGNSA-N,1,11.0,6.0,28.0,54.0,390.44,0.0,2.0,6.0,0.179,3.0,6.0,1.0,28.0,C/N/O,RNHDLQPEOKFNEI-HLCQPDGNSA-N,1.0,11.0,11
m274_d11,CC(=O)N[C@H](C)C(=O)N1CCc2[nH]nc(C(=O)N[C@H](C)c3ccncc3)c2C1,ZINCsd00000kO0FC,zinc_random,HWWHNFYBSXDLLL-VXGBXAGGSA-N,1,11.0,5.0,28.0,52.0,384.44,0.0,3.0,5.0,0.393,3.0,6.0,1.0,26.0,C/N/O,HWWHNFYBSXDLLL-VXGBXAGGSA-N,1.0,11.0,11
